id,text,label,pos
,RAT,I-software,NNP
,has,O,VBZ
,decrypted,O,VBN
,and,O,CC
,loaded,O,VBD
,the,B-file,DT
,gh0st,I-file,NN
,RAT,I-file,NNP
,DLL,I-file,NNP
,into,O,IN
,memory,O,NN
,",",O,","
,once,O,RB
,the,B-tool,DT
,initial,I-tool,JJ
,dropper,I-tool,NN
,executable,I-tool,NN
,is,O,VBZ
,launched,O,VBN
,.,O,.
Sentence: 1598,Gh0st,B-software,NNP
,RAT,I-software,NNP
,operators,O,NNS
,have,O,VBP
,used,O,VBN
,dynamic,B-tool,JJ
,DNS,I-tool,NNP
,to,O,TO
,mask,O,VB
,the,O,DT
,TRUE,O,NNP
,location,O,NN
,of,O,IN
,their,B-device,PRP$
,C2,I-device,NNP
,behind,O,IN
,rapidly,O,RB
,changing,O,VBG
,IP,O,NNP
,addresses,O,NNS
,.,O,.
Sentence: 1599,Gh0st,B-software,NNP
,RAT,I-software,NNP
,has,O,VBZ
,encrypted,O,VBN
,TCP,O,NNP
,communications,O,NNS
,to,O,TO
,evade,O,VB
,detection,O,NN
,.,O,.
Sentence: 1600,Gh0st,B-software,NNP
,RAT,I-software,NNP
,is,O,VBZ
,able,O,JJ
,to,O,TO
,wipe,O,VB
,event,O,NN
,logs,O,NNS
,.,O,.
Sentence: 1601,Gh0st,B-software,NNP
,RAT,I-software,NNP
,has,O,VBZ
,the,O,DT
,capability,O,NN
,to,O,TO
,to,O,TO
,delete,O,VB
,files,B-file,NNS
,.,O,.
Sentence: 1602,Gh0st,B-software,NNP
,RAT,I-software,NNP
,can,O,MD
,download,O,VB
,files,B-file,NNS
,to,O,TO
,the,B-application,DT
,victim,I-application,NN
,’s,O,NNP
,machine,B-device,NN
,.,O,.
Sentence: 1603,Gh0st,B-software,NNP
,RAT,I-software,NNP
,has,O,VBZ
,a,B-tool,DT
,keylogger,I-tool,NN
,.,O,.
Sentence: 1604,Gh0st,B-software,NNP
,RAT,I-software,NNP
,has,O,VBZ
,the,O,DT
,capability,O,NN
,to,O,TO
,list,O,NN
,processes,B-tool,NNS
,.,O,.
Sentence: 1605,Gh0st,B-software,NNP
,RAT,I-software,NNP
,has,O,VBZ
,checked,O,VBN
,for,O,IN
,the,O,DT
,existence,O,NN
,of,O,IN
,a,B-file,DT
,Service,I-file,NNP
,key,I-file,NN
,to,O,TO
,determine,O,VB
,if,O,IN
,it,O,PRP
,has,O,VBZ
,already,O,RB
,been,O,VBN
,installed,O,VBN
,on,O,IN
,the,B-application,DT
,system,I-application,NN
,.,O,.
Sentence: 1606,Gh0st,B-software,NNP
,RAT,I-software,NNP
,can,O,MD
,load,O,VB
,DLLs,B-file,NNP
,into,O,IN
,memory,O,NN
,.,O,.
Sentence: 1607,Gh0st,B-software,NNP
,RAT,I-software,NNP
,can,O,MD
,execute,O,VB
,its,B-tool,PRP$
,service,I-tool,NN
,if,O,IN
,the,B-file,DT
,Service,I-file,NNP
,key,I-file,JJ
,exists,O,NNS
,.,O,.
Sentence: 1608,Ginp,B-software,NNP
,can,O,MD
,download,O,VB
,device,O,JJ
,logs,O,NNS
,.,O,.
Sentence: 1609,Ginp,B-software,NNP
,can,O,MD
,use,O,VB
,a,O,DT
,multi-step,O,JJ
,phishing,O,NN
,overlay,O,NN
,to,O,TO
,capture,O,VB
,banking,B-information,NN
,credentials,I-information,NNS
,and,O,CC
,then,O,RB
,credit,O,NN
,card,O,NN
,numbers,O,NNS
,after,O,IN
,login,O,NN
,.,O,.
Sentence: 1610,Ginp,B-software,NNP
,can,O,MD
,capture,O,VB
,device,B-information,JJ
,screenshots,I-information,NNS
,and,O,CC
,stream,O,VB
,them,O,PRP
,back,O,RB
,to,O,TO
,the,B-device,DT
,C2,I-device,NNP
,.,O,.
Sentence: 1611,Ginp,B-software,NNP
,can,O,MD
,obtain,O,VB
,a,O,DT
,list,O,NN
,of,O,IN
,installed,B-application,JJ
,applications,I-application,NNS
,.,O,.
Sentence: 1612,Ginp,B-software,NNP
,can,O,MD
,determine,O,VB
,if,O,IN
,it,O,PRP
,is,O,VBZ
,running,O,VBG
,in,O,IN
,an,B-device,DT
,emulator,I-device,NN
,.,O,.
Sentence: 1613,GLOOXMAIL,B-software,NNP
,communicates,O,NNS
,to,O,TO
,servers,B-device,NNS
,operated,O,VBN
,by,O,IN
,Google,B-application,NNP
,using,O,VBG
,the,B-tool,DT
,Jabber/XMPP,I-tool,NNP
,protocol,I-tool,NN
,.,O,.
Sentence: 1614,Gold,B-software,NNP
,Dragon,I-software,NNP
,uses,O,VBZ
,HTTP,B-tool,NNP
,for,O,IN
,communication,O,NN
,to,O,TO
,the,B-device,DT
,control,I-device,NN
,servers,I-device,NNS
,.,O,.
Sentence: 1615,Gold,B-software,NNP
,Dragon,I-software,NNP
,establishes,O,VBZ
,persistence,O,NN
,in,O,IN
,the,B-file,DT
,Startup,I-file,NNP
,folder,I-file,NN
,.,O,.
Sentence: 1616,Gold,B-software,NNP
,Dragon,I-software,NNP
,lists,O,VBZ
,the,B-file,DT
,directories,I-file,NNS
,for,O,IN
,Desktop,B-device,NNP
,",",O,","
,program,B-file,NN
,files,I-file,NNS
,",",O,","
,and,O,CC
,the,B-application,DT
,user,I-application,NN
,’s,O,NNP
,recently,B-file,RB
,accessed,I-file,VBD
,files,I-file,NNS
,.,O,.
Sentence: 1617,Gold,B-software,NNP
,Dragon,I-software,NNP
,checks,O,VBZ
,the,B-tool,DT
,running,I-tool,NN
,processes,I-tool,VBZ
,on,O,IN
,the,B-application,DT
,victim,I-application,NN
,’s,O,NNP
,machine,B-device,NN
,.,O,.
Sentence: 1618,Gold,B-software,NNP
,Dragon,I-software,NNP
,enumerates,O,VBZ
,registry,B-file,NN
,keys,I-file,NNS
,with,O,IN
,the,B-tool,DT
,command,I-tool,NN
,regkeyenum,I-tool,NN
,and,O,CC
,obtains,O,VBZ
,information,B-information,NN
,for,O,IN
,the,B-file,DT
,Registry,I-file,NNP
,key,I-file,JJ
,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,I-file,NNP
,.,O,.
Sentence: 1619,Gold,B-software,NNP
,Dragon,I-software,NNP
,checks,O,NNS
,for,O,IN
,anti-malware,B-application,JJ
,products,I-application,NNS
,and,O,CC
,processes,B-tool,NNS
,.,O,.
Sentence: 1620,Gold,B-software,NNP
,Dragon,I-software,NNP
,collects,O,VBZ
,endpoint,B-information,JJ
,information,I-information,NN
,using,O,VBG
,the,B-tool,DT
,systeminfo,I-tool,NN
,command,I-tool,NN
,.,O,.
Sentence: 1621,Gold,B-software,NNP
,Dragon,I-software,NNP
,collects,O,VBZ
,the,B-application,DT
,endpoint,I-application,NN
,victim,I-application,NN
,’s,O,NNP
,username,B-information,NN
,and,O,CC
,uses,O,VBZ
,it,O,PRP
,as,O,IN
,a,O,DT
,basis,O,NN
,for,O,IN
,downloading,O,VBG
,additional,O,JJ
,components,O,NNS
,from,O,IN
,the,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,.,O,.
Sentence: 1622,Golden,B-software,NNP
,Cup,I-software,NNP
,has,O,VBZ
,encrypted,O,VBN
,exfiltrated,B-information,VBN
,data,I-information,NNS
,using,O,VBG
,AES,B-tool,NNP
,in,O,IN
,ECB,O,NNP
,mode,O,NN
,.,O,.
Sentence: 1623,Golden,B-software,JJ
,Cup,I-software,NNP
,can,O,MD
,collect,O,VB
,a,O,DT
,directory,O,NN
,listing,O,NN
,of,O,IN
,external,O,JJ
,storage,O,NN
,.,O,.
Sentence: 1624,Golden,B-software,JJ
,Cup,I-software,NNP
,can,O,MD
,track,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,location,B-information,NN
,.,O,.
Sentence: 1625,Golden,B-software,JJ
,Cup,I-software,NNP
,can,O,MD
,collect,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,contact,B-information,NN
,list,I-information,NN
,.,O,.
Sentence: 1626,Golden,B-software,JJ
,Cup,I-software,NNP
,can,O,MD
,collect,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,phone,B-information,NN
,number,I-information,NN
,and,O,CC
,IMSI,B-information,NNP
,.,O,.
Sentence: 1627,GoldenEagle,B-software,NNP
,has,O,VBZ
,used,O,VBN
,HTTP,B-tool,NNP
,POST,I-tool,NNP
,requests,I-tool,NNS
,for,O,IN
,C2,B-device,NNP
,.,O,.
Sentence: 1628,GoldenEagle,B-software,NNP
,can,O,MD
,download,O,VB
,new,B-information,JJ
,code,I-information,NN
,to,O,TO
,update,O,VB
,itself,O,PRP
,.,O,.
Sentence: 1629,GoldenEagle,B-software,NNP
,has,O,VBZ
,collected,O,VBN
,call,B-information,JJ
,logs,I-information,NNS
,.,O,.
Sentence: 1630,GoldenEagle,B-software,NNP
,has,O,VBZ
,collected,O,VBN
,a,O,DT
,list,O,NN
,of,O,IN
,contacts,B-information,NNS
,.,O,.
Sentence: 1631,GoldenEagle,B-software,NNP
,has,O,VBZ
,sent,O,VBN
,messages,B-information,NNS
,to,O,TO
,an,O,DT
,attacker-controlled,O,JJ
,number,O,NN
,.,O,.
Sentence: 1632,GoldenEagle,B-software,NNP
,has,O,VBZ
,collected,O,VBN
,a,O,DT
,list,O,NN
,of,O,IN
,installed,B-information,JJ
,application,I-information,NN
,names,I-information,NNS
,.,O,.
Sentence: 1633,GoldenEagle,B-software,NNP
,has,O,VBZ
,extracted,O,VBN
,messages,B-information,NNS
,from,O,IN
,chat,B-tool,NN
,programs,I-tool,NNS
,",",O,","
,such,O,JJ
,as,O,IN
,WeChat,B-application,NNP
,.,O,.
Sentence: 1634,GoldenEagle,B-software,NNP
,has,O,VBZ
,modified,O,VBN
,or,O,CC
,configured,O,VBN
,proxy,B-information,JJ
,information,I-information,NN
,.,O,.
Sentence: 1635,GoldenEagle,B-software,NNP
,has,O,VBZ
,taken,O,VBN
,photos,O,NNS
,with,O,IN
,the,B-device,DT
,device,I-device,NN
,camera,I-device,NN
,.,O,.
Sentence: 1636,GoldenSpy,B-software,NNP
,has,O,VBZ
,used,O,VBN
,the,B-tool,DT
,Ryeol,I-tool,NNP
,HTTP,I-tool,NNP
,Client,I-tool,NNP
,to,O,TO
,facilitate,O,VB
,HTTP,O,NNP
,internet,O,JJ
,communication,O,NN
,.,O,.
Sentence: 1637,GoldenSpy,B-software,NNP
,has,O,VBZ
,established,O,VBN
,persistence,O,NN
,by,O,IN
,running,O,VBG
,in,O,IN
,the,O,DT
,background,O,NN
,as,O,IN
,an,B-tool,DT
,autostart,I-tool,JJ
,service,I-tool,NN
,.,O,.
Sentence: 1638,GoldenSpy,B-software,NNP
,’s,O,NNP
,setup,B-file,NN
,file,I-file,NN
,installs,O,VBZ
,initial,B-tool,JJ
,executables,I-tool,NNS
,under,O,IN
,the,B-file,DT
,folder,I-file,NN
,%WinDir%\System32\PluginManager,I-file,NN
,.,O,.
Sentence: 1639,GoldenSpy,B-software,NNP
,can,O,MD
,execute,O,VB
,remote,B-tool,JJ
,commands,I-tool,NNS
,in,O,IN
,the,B-tool,DT
,Windows,I-tool,NNP
,command,I-tool,NN
,shell,I-tool,NN
,using,O,VBG
,the,B-tool,DT
,WinExec(),I-tool,NNP
,API,I-tool,NNP
,.,O,.
Sentence: 1640,GoldenSpy,B-software,NNP
,’s,O,NNP
,uninstaller,O,NN
,has,O,VBZ
,base64-encoded,B-tool,VBN
,its,O,PRP$
,variables,O,NNS
,.,O,.
Sentence: 1641,GoldenSpy,B-software,NNP
,has,O,VBZ
,been,O,VBN
,packaged,O,VBN
,with,O,IN
,a,O,DT
,legitimate,O,JJ
,tax,O,NN
,preparation,O,NN
,software,O,NN
,.,O,.
Sentence: 1642,GoldFinder,B-software,NNP
,logged,O,VBD
,and,O,CC
,stored,O,JJ
,information,B-information,NN
,including,O,VBG
,the,B-application,DT
,target,I-application,NN
,C2,I-application,NNP
,URL,I-application,NNP
,",",O,","
,HTTP,B-information,NNP
,response/status,I-information,NN
,code,I-information,NN
,",",O,","
,HTTP,O,NNP
,response,O,NN
,headers,O,NNS
,and,O,CC
,values,O,NNS
,",",O,","
,and,O,CC
,data,B-information,NNS
,received,O,VBN
,from,O,IN
,the,O,DT
,C2,O,NNP
,node,O,NN
,.,O,.
Sentence: 1643,GoldMax,B-software,NNP
,has,O,VBZ
,used,O,VBN
,HTTPS,B-tool,NNP
,and,O,CC
,HTTP,B-tool,NNP
,GET,I-tool,NNP
,requests,I-tool,NNS
,with,O,IN
,custom,O,NN
,HTTP,O,NNP
,cookies,O,NNS
,for,O,IN
,C2,B-device,NNP
,.,O,.
Sentence: 1644,GoldMax,B-software,NNP
,has,O,VBZ
,used,O,VBN
,decoy,O,NN
,traffic,O,NN
,to,O,TO
,surround,O,VB
,its,O,PRP$
,malicious,O,JJ
,network,O,NN
,traffic,O,NN
,to,O,TO
,avoid,O,VB
,detection,O,NN
,.,O,.
Sentence: 1645,GoldMax,B-software,NNP
,has,O,VBZ
,RSA-encrypted,O,VBN
,its,O,PRP$
,communication,O,NN
,with,O,IN
,the,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,.,O,.
Sentence: 1646,GoldMax,B-software,NNP
,has,O,VBZ
,used,O,VBN
,filenames,O,NNS
,that,O,WDT
,matched,O,VBD
,the,O,DT
,system,O,NN
,name,O,NN
,",",O,","
,and,O,CC
,appeared,O,VBD
,as,O,IN
,a,B-tool,DT
,scheduled,I-tool,JJ
,task,I-tool,NN
,impersonating,O,VBG
,systems,B-software,NNS
,management,I-software,NN
,software,I-software,NN
,within,O,IN
,the,O,DT
,corresponding,O,JJ
,ProgramData,B-file,NNP
,subfolder,I-file,NN
,.,O,.
Sentence: 1647,GoldMax,B-software,NNP
,has,O,VBZ
,written,O,VBN
,AES-encrypted,B-tool,NNP
,and,O,CC
,Base64-encoded,B-tool,NNP
,configuration,B-file,NN
,files,I-file,NNS
,to,O,TO
,disk,B-device,VB
,.,O,.
Sentence: 1648,GoldMax,B-software,NNP
,will,O,MD
,check,O,VB
,if,O,IN
,it,O,PRP
,is,O,VBZ
,being,O,VBG
,run,O,VBN
,in,O,IN
,a,O,DT
,virtualized,O,JJ
,environment,O,NN
,by,O,IN
,comparing,O,VBG
,the,O,DT
,collected,O,VBN
,MAC,O,NNP
,address,O,NN
,to,O,TO
,c8:27:cc:c2:37:5a,O,VB
,.,O,.
Sentence: 1649,GolfSpy,B-software,NNP
,encrypts,O,VBZ
,data,B-information,NNS
,using,O,VBG
,a,B-tool,DT
,simple,I-tool,JJ
,XOR,I-tool,NNP
,operation,I-tool,NN
,with,O,IN
,a,B-file,DT
,pre-configured,I-file,JJ
,key,I-file,NN
,prior,O,RB
,to,O,TO
,exfiltration,O,NN
,.,O,.
Sentence: 1650,GolfSpy,B-software,NNP
,can,O,MD
,collect,O,VB
,local,B-information,JJ
,accounts,I-information,NNS
,on,O,IN
,the,B-device,DT
,device,I-device,NN
,",",O,","
,pictures,O,NNS
,",",O,","
,bookmarks/histories,O,NNS
,of,O,IN
,the,B-application,DT
,default,I-application,NN
,browser,I-application,NN
,",",O,","
,and,O,CC
,files,B-file,NNS
,stored,O,VBN
,on,O,IN
,the,B-device,DT
,SD,I-device,NNP
,card,I-device,NN
,.,O,.
Sentence: 1651,GolfSpy,B-software,NNP
,can,O,MD
,delete,O,VB
,arbitrary,B-file,JJ
,files,I-file,NNS
,on,O,IN
,the,B-device,DT
,device,I-device,NN
,.,O,.
Sentence: 1652,GolfSpy,B-software,NNP
,encodes,O,VBZ
,its,O,PRP$
,configurations,O,NNS
,using,O,VBG
,a,B-tool,DT
,customized,I-tool,JJ
,algorithm,I-tool,NN
,.,O,.
Sentence: 1653,GolfSpy,B-software,NNP
,can,O,MD
,obtain,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,call,B-information,NN
,log,I-information,NN
,.,O,.
Sentence: 1654,GolfSpy,B-software,NNP
,can,O,MD
,obtain,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,battery,B-information,NN
,level,I-information,NN
,",",O,","
,network,B-information,NN
,operator,I-information,NN
,",",O,","
,connection,B-information,NN
,information,I-information,NN
,",",O,","
,sensor,B-information,NN
,information,I-information,NN
,",",O,","
,and,O,CC
,information,B-information,NN
,about,O,IN
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,storage,B-information,NN
,and,O,CC
,memory,B-information,NN
,.,O,.
Sentence: 1655,Gooligan,B-software,NNP
,steals,O,NNS
,authentication,B-information,NN
,tokens,I-information,VBZ
,that,O,IN
,can,O,MD
,be,O,VB
,used,O,VBN
,to,O,TO
,access,O,NN
,data,B-information,NNS
,from,O,IN
,multiple,B-application,JJ
,Google,I-application,NNP
,applications,I-application,NNS
,.,O,.
Sentence: 1656,Gooligan,B-software,NNP
,executes,O,VBZ
,Android,B-tool,NNP
,root,I-tool,NN
,exploits,I-tool,NNS
,.,O,.
Sentence: 1657,Gooligan,B-software,NNP
,can,O,MD
,install,O,VB
,adware,B-application,NN
,to,O,TO
,generate,O,VB
,revenue,O,NN
,.,O,.
Sentence: 1658,Goopy,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,exfiltrate,O,VB
,documents,B-file,NNS
,from,O,IN
,infected,B-application,JJ
,systems,I-application,NNS
,.,O,.
Sentence: 1659,Goopy,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,exfiltrate,O,VB
,data,B-information,NNS
,over,O,IN
,the,O,DT
,Microsoft,O,NNP
,Outlook,O,NNP
,C2,O,NNP
,channel,O,NN
,.,O,.
Sentence: 1660,Goopy,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,side-load,O,NN
,malicious,B-file,JJ
,DLLs,I-file,NNP
,with,O,IN
,legitimate,B-application,JJ
,applications,I-application,NNS
,from,O,IN
,Kaspersky,B-application,NNP
,",",O,","
,Microsoft,B-application,NNP
,",",O,","
,and,O,CC
,Google,B-application,NNP
,.,O,.
Sentence: 1661,Goopy,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,disable,O,VB
,Microsoft,B-application,NNP
,Outlook,I-application,NNP
,’s,O,NNP
,security,B-information,NN
,policies,I-information,NNS
,to,O,TO
,disable,O,VB
,macro,O,JJ
,warnings,O,NNS
,.,O,.
Sentence: 1662,Goopy,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,delete,O,VB
,emails,O,NNS
,used,O,VBN
,for,O,IN
,C2,B-device,NNP
,once,O,RB
,the,O,DT
,content,O,NN
,has,O,VBZ
,been,O,VBN
,copied,O,VBN
,.,O,.
Sentence: 1663,Goopy,B-software,NNP
,has,O,VBZ
,impersonated,O,VBN
,the,B-file,DT
,legitimate,I-file,JJ
,goopdate.dll,O,NN
,",",O,","
,which,O,WDT
,was,O,VBD
,dropped,O,VBN
,on,O,IN
,the,B-application,DT
,target,I-application,NN
,system,I-application,NN
,with,O,IN
,a,B-file,DT
,legitimate,I-file,JJ
,GoogleUpdate.exe,I-file,NNP
,.,O,.
Sentence: 1664,Goopy,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,enumerate,O,VB
,the,B-application,DT
,infected,I-application,JJ
,system,I-application,NN
,’s,O,NNP
,user,B-information,NN
,name,I-information,NN
,via,O,IN
,GetUserNameW,B-tool,NNP
,.,O,.
Sentence: 1665,Goopy,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,enumerate,O,VB
,the,B-application,DT
,infected,I-application,JJ
,system,I-application,NN
,’s,O,NNP
,user,B-information,NN
,name,I-information,NN
,.,O,.
Sentence: 1666,GPlayed,B-software,VBN
,can,O,MD
,request,O,VB
,device,O,NN
,administrator,O,NN
,permissions,O,NNS
,.,O,.
Sentence: 1667,GPlayed,B-software,VBN
,can,O,MD
,wipe,O,VB
,the,B-device,DT
,device,I-device,NN
,.,O,.
Sentence: 1668,GPlayed,B-software,VBN
,can,O,MD
,show,O,VB
,a,O,DT
,phishing,O,NN
,WebView,O,NNP
,pretending,O,NN
,to,O,TO
,be,O,VB
,a,B-tool,DT
,Google,I-tool,NNP
,service,I-tool,NN
,that,O,WDT
,collects,O,VBZ
,credit,B-information,NN
,card,I-information,NN
,information,I-information,NN
,.,O,.
Sentence: 1669,GPlayed,B-software,VBN
,can,O,MD
,request,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,location,B-information,NN
,.,O,.
Sentence: 1670,GPlayed,B-software,NNP
,has,O,VBZ
,used,O,VBN
,timers,B-tool,NNS
,to,O,TO
,enable,O,VB
,Wi-Fi,O,NNP
,",",O,","
,ping,O,VBG
,the,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,",",O,","
,register,O,VBP
,the,B-device,DT
,device,I-device,NN
,with,O,IN
,the,B-device,DT
,C2,I-device,NNP
,",",O,","
,and,O,CC
,register,O,RB
,wake,O,VB
,locks,O,NNS
,on,O,IN
,the,B-application,DT
,system,I-application,NN
,.,O,.
Sentence: 1671,GPlayed,B-software,VBN
,can,O,MD
,collect,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,model,B-information,NN
,",",O,","
,country,B-information,NN
,",",O,","
,and,O,CC
,Android,B-information,NNP
,version,I-information,NN
,.,O,.
Sentence: 1672,Grandoreiro,B-software,NNP
,can,O,MD
,bypass,O,VB
,UAC,O,NNP
,by,O,IN
,registering,O,VBG
,as,O,IN
,the,O,DT
,default,O,NN
,handler,O,NN
,for,O,IN
,.MSC,B-file,JJ
,files,I-file,NNS
,.,O,.
Sentence: 1673,Grandoreiro,B-software,NNP
,can,O,MD
,write,O,VB
,or,O,CC
,modify,O,VB
,browser,O,JJR
,shortcuts,O,NNS
,to,O,TO
,enable,O,VB
,launching,O,NN
,of,O,IN
,malicious,O,JJ
,browser,O,NN
,extensions,O,NNS
,.,O,.
Sentence: 1674,Grandoreiro,B-software,NNP
,can,O,MD
,monitor,O,VB
,browser,O,NN
,activity,O,NN
,for,O,IN
,online,O,NN
,banking,O,NN
,actions,O,NNS
,and,O,CC
,display,O,VB
,full-screen,O,JJ
,overlay,O,NN
,images,O,NNS
,to,O,TO
,block,O,VB
,user,O,JJ
,access,O,NN
,to,O,TO
,the,O,DT
,intended,O,VBN
,site,O,NN
,or,O,CC
,present,O,JJ
,additional,O,JJ
,data,O,NN
,fields,O,NNS
,.,O,.
Sentence: 1675,Grandoreiro,B-software,NNP
,has,O,VBZ
,used,O,VBN
,compromised,B-application,VBN
,websites,I-application,NNS
,and,O,CC
,Google,B-application,NNP
,Ads,I-application,NNP
,to,O,TO
,bait,O,VB
,victims,B-application,NNS
,into,O,IN
,downloading,O,VBG
,its,O,PRP$
,installer,O,NN
,.,O,.
Sentence: 1676,Grandoreiro,B-software,NNP
,can,O,MD
,modify,O,VB
,the,B-file,DT
,binary,I-file,JJ
,ACL,I-file,NNP
,to,O,TO
,prevent,O,VB
,security,B-tool,NN
,tools,I-tool,NNS
,from,O,IN
,running,O,VBG
,.,O,.
Sentence: 1677,Grandoreiro,B-software,NNP
,can,O,MD
,hook,O,VB
,APIs,B-tool,NNP
,",",O,","
,kill,O,NN
,processes,B-tool,NNS
,",",O,","
,break,O,VB
,file,B-file,NN
,system,I-file,NN
,paths,I-file,NNS
,",",O,","
,and,O,CC
,change,O,NN
,ACLs,O,NNP
,to,O,TO
,prevent,O,VB
,security,B-tool,NN
,tools,I-tool,NNS
,from,O,IN
,running,O,VBG
,.,O,.
Sentence: 1678,Grandoreiro,B-software,NNP
,can,O,MD
,block,O,VB
,the,O,DT
,Deibold,O,NNP
,Warsaw,O,NNP
,GAS,O,NNP
,Tecnologia,O,NNP
,security,O,NN
,tool,O,NN
,at,O,IN
,the,O,DT
,firewall,O,JJ
,level,O,NN
,.,O,.
Sentence: 1679,Grandoreiro,B-software,NNP
,can,O,MD
,delete,O,VB
,.LNK,B-file,JJ
,files,I-file,NNS
,created,O,VBN
,in,O,IN
,the,B-file,DT
,Startup,I-file,NNP
,folder,I-file,NN
,.,O,.
Sentence: 1680,Grandoreiro,B-software,NNP
,has,O,VBZ
,named,O,VBN
,malicious,O,JJ
,browser,O,NN
,extensions,O,NNS
,and,O,CC
,update,O,JJ
,files,B-file,NNS
,to,O,TO
,appear,O,VB
,legitimate,O,JJ
,.,O,.
Sentence: 1681,Grandoreiro,B-software,NNP
,can,O,MD
,execute,O,VB
,through,O,IN
,the,B-tool,DT
,WinExec,I-tool,NNP
,API,I-tool,NNP
,.,O,.
Sentence: 1682,The,B-information,DT
,Grandoreiro,I-information,NNP
,payload,I-information,NN
,has,O,VBZ
,been,O,VBN
,delivered,O,VBN
,encrypted,O,VBN
,with,O,IN
,a,B-tool,DT
,custom,I-tool,JJ
,XOR-based,I-tool,JJ
,algorithm,I-tool,NN
,and,O,CC
,also,O,RB
,as,O,IN
,a,B-file,DT
,base64-encoded,I-file,JJ
,ZIP,I-file,NNP
,file,I-file,NN
,.,O,.
Sentence: 1683,Grandoreiro,B-software,NNP
,has,O,VBZ
,been,O,VBN
,spread,O,VBN
,via,O,IN
,malicious,B-file,JJ
,links,I-file,NNS
,embedded,O,VBD
,in,O,IN
,e-mails,O,NNS
,.,O,.
Sentence: 1684,Grandoreiro,B-software,NNP
,can,O,MD
,identify,O,VB
,installed,B-tool,JJ
,security,I-tool,NN
,tools,I-tool,NNS
,based,O,VBN
,on,O,IN
,process,O,NN
,names,O,NNS
,.,O,.
Sentence: 1685,Grandoreiro,B-software,NNP
,can,O,MD
,list,O,VB
,installed,B-application,JJ
,security,I-application,NN
,products,I-application,NNS
,including,O,VBG
,the,O,DT
,Trusteer,O,NNP
,and,O,CC
,Diebold,O,NNP
,Warsaw,O,NNP
,GAS,O,NNP
,Tecnologia,O,NNP
,online,O,NN
,banking,O,NN
,protections,O,NNS
,.,O,.
Sentence: 1686,Grandoreiro,B-software,NNP
,can,O,MD
,collect,O,VB
,the,B-information,DT
,computer,I-information,NN
,name,I-information,NN
,and,O,CC
,OS,B-information,NNP
,version,I-information,NN
,from,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 1687,Grandoreiro,B-software,NNP
,can,O,MD
,collect,O,VB
,the,B-information,DT
,username,I-information,NN
,from,O,IN
,the,B-application,DT
,victim,I-application,NN
,’s,O,NNP
,machine,B-device,NN
,.,O,.
Sentence: 1688,Grandoreiro,B-software,NNP
,can,O,MD
,determine,O,VB
,the,O,DT
,time,O,NN
,on,O,IN
,the,B-device,DT
,victim,I-device,NN
,machine,I-device,NN
,via,O,IN
,IPinfo,B-tool,NNP
,.,O,.
Sentence: 1689,Grandoreiro,B-software,NNP
,has,O,VBZ
,used,O,VBN
,malicious,B-file,JJ
,links,I-file,NNS
,to,O,TO
,gain,O,VB
,execution,O,NN
,on,O,IN
,victim,B-device,JJ
,machines,I-device,NNS
,.,O,.
Sentence: 1690,Grandoreiro,B-software,NNP
,can,O,MD
,obtain,O,VB
,C2,B-information,NNP
,information,I-information,NN
,from,O,IN
,Google,B-file,NNP
,Docs,I-file,NNP
,.,O,.
Sentence: 1691,Grandoreiro,B-software,NNP
,can,O,MD
,utilize,O,VB
,web,B-tool,JJ
,services,I-tool,NNS
,including,O,VBG
,Google,B-application,NNP
,sites,I-application,VBZ
,to,O,TO
,send,O,VB
,and,O,CC
,receive,O,VB
,C2,B-information,NNP
,data,I-information,NNS
,.,O,.
Sentence: 1692,GravityRAT,B-software,NNP
,executes,O,VBZ
,commands,B-tool,NNS
,remotely,O,RB
,on,O,IN
,the,B-device,DT
,infected,I-device,JJ
,host,I-device,NN
,.,O,.
